Unnamed: 0,CO_GT,PT08_S1_CO,NMHC_GT,Nox_GT,PT08_S3_Nox,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T2,RH,AH,C6H6_GT
1359.0,4.5,1481.2,-999.0,486.3,467.2,105.1,1957.1,1518.2,21.8,139.5,53.716,22.3
1360.0,1.8,1162.2,-999.0,97.3,622.2,51.1,1904.1,1178.2,28.0,113.1,62.785,11.1
1361.0,2.5,1311.2,293.1,119.3,748.2,108.1,1787.1,1219.2,28.2,53.9,30.382,15.7
1362.0,2.1,1243.2,178.1,109.3,852.2,100.1,1622.1,1079.2,17.6,101.9,3.127,8.7
1363.0,5.7,1503.2,-999.0,1132.3,469.2,249.1,1749.1,1783.2,9.0,134.9,2.4142,27.8
1364.0,-999.0,969.2,-999.0,-999.0,945.2,-999.0,1082.1,691.2,11.2,130.7,2.6803,3.1
1365.0,5.0,1374.2,-999.0,810.3,536.2,267.1,1531.1,1675.2,10.8,124.3,2.4916,19.0
1366.0,3.9,1464.2,-999.0,514.3,475.2,132.1,1794.1,1600.2,21.8,109.7,42.172,20.9
1367.0,2.4,1371.2,159.1,154.3,796.2,116.1,1669.1,1551.2,14.9,107.9,2.8072,13.0
1368.0,3.1,1160.2,-999.0,167.3,698.2,122.1,1824.1,1151.2,17.8,101.9,30.796,16.3
1369.0,0.4,855.2,-999.0,27.3,1107.2,46.1,1418.1,664.2,19.8,86.5,3.0436,4.8
1370.0,0.2,808.2,-999.0,101.3,1120.2,75.1,862.1,770.2,4.2,104.5,1.4014,2.8
1371.0,0.8,931.2,-999.0,-999.0,931.2,-999.0,1326.1,792.2,18.8,137.1,43.858,3.3
1372.0,1.0,863.2,-999.0,65.3,905.2,70.1,1469.1,925.2,22.3,76.9,30.478,6.3
1373.0,0.4,1159.2,-999.0,177.3,742.2,102.1,1158.1,590.2,19.8,74.3,2.6197,5.0
1374.0,0.7,899.2,-999.0,40.3,972.2,44.1,1559.1,780.2,21.4,113.5,42.634,4.0
1375.0,1.6,1047.2,-999.0,92.3,948.2,84.1,1538.1,677.2,24.0,68.7,3.106,7.0
1376.0,3.1,1304.2,-999.0,176.3,793.2,122.1,1801.1,1171.2,16.2,95.3,2.6965,15.3
1377.0,-999.0,1406.2,-999.0,-999.0,542.2,-999.0,1772.1,1314.2,29.7,73.5,44.908,17.2
1378.0,1.9,1120.2,-999.0,-999.0,728.2,-999.0,1546.1,1035.2,23.7,99.3,42.841,7.8
1379.0,-999.0,915.2,-999.0,-999.0,873.2,-999.0,1135.1,915.2,3.8,152.5,1.9411,7.4
1380.0,3.6,1217.2,-999.0,224.3,641.2,158.1,2040.1,1404.2,32.0,67.5,47.089,17.6
1381.0,2.8,992.2,-999.0,234.3,823.2,95.1,1327.1,781.2,23.2,54.1,2.3614,10.3
1382.0,0.5,803.2,36.1,17.3,1513.2,25.1,1152.1,369.2,14.2,90.7,2.2741,1.3
1383.0,3.4,1111.2,-999.0,427.3,751.2,166.1,1033.1,1271.2,5.2,81.5,1.1863,11.4
1384.0,1.0,879.2,-999.0,84.3,1129.2,74.1,785.1,470.2,7.1,79.7,1.3018,1.4
1385.0,2.1,1076.2,-999.0,133.3,723.2,129.1,1549.1,938.2,38.4,35.9,3.643,10.4
1386.0,2.0,1180.2,-999.0,163.3,633.2,124.1,1866.1,1067.2,28.5,101.5,58.087,11.5
1387.0,0.4,902.2,-999.0,203.3,924.2,133.1,900.1,666.2,5.8,86.3,1.2952,4.2
1388.0,1.8,996.2,-999.0,189.3,722.2,93.1,1580.1,727.2,31.2,57.3,38.254,10.4
1389.0,2.2,1309.2,-999.0,122.3,905.2,97.1,1672.1,1036.2,16.0,115.5,31.168,8.9
1390.0,2.3,1008.2,-999.0,334.3,705.2,148.1,1016.1,942.2,19.6,30.7,1.1293,9.2
1391.0,0.6,919.2,-999.0,-999.0,861.2,-999.0,1603.1,860.2,24.5,130.1,58.936,3.9
1392.0,2.7,1053.2,-999.0,189.3,785.2,140.1,1808.1,981.2,34.1,41.7,32.794,15.8
1393.0,2.0,966.2,-999.0,-999.0,858.2,-999.0,1560.1,1231.2,21.5,109.7,41.539,9.6
1394.0,2.0,1229.2,-999.0,220.3,680.2,68.1,1653.1,1040.2,24.9,119.3,55.153,9.0
1395.0,1.9,1160.2,-999.0,259.3,636.2,127.1,1320.1,924.2,21.7,79.3,3.127,7.1
1396.0,2.0,1092.2,-999.0,298.3,751.2,143.1,1010.1,1347.2,4.3,116.3,1.5496,7.4
1397.0,1.8,950.2,-999.0,359.3,850.2,131.1,1179.1,828.2,10.8,100.9,2.0401,7.4
1398.0,-999.0,1319.2,-999.0,-999.0,509.2,-999.0,1938.1,1491.2,21.0,97.1,35.734,24.9
1399.0,-999.0,926.2,-999.0,134.3,954.2,96.1,873.1,1011.2,2.1,121.7,1.4011,2.6
1400.0,0.8,921.2,-999.0,39.3,893.2,41.1,1623.1,818.2,26.6,121.3,6.289,4.5
1401.0,3.4,1507.2,-999.0,574.3,488.2,224.1,1392.1,1999.2,11.1,102.9,2.1175,15.7
1402.0,2.0,971.2,-999.0,155.3,788.2,111.1,1585.1,1115.2,24.4,62.3,2.8948,11.0
1403.0,0.6,817.2,-999.0,41.3,1109.2,56.1,1472.1,628.2,21.8,105.3,4.15,3.0
1404.0,-999.0,958.2,-999.0,-999.0,782.2,-999.0,1493.1,830.2,28.2,68.7,38.563,8.0
1405.0,1.6,1115.2,-999.0,223.3,734.2,131.1,1220.1,1136.2,14.4,118.5,2.9824,5.8
1406.0,3.5,1421.2,-999.0,517.3,502.2,101.1,1983.1,1384.2,18.1,151.5,46.681,20.6
1407.0,0.7,962.2,-999.0,43.3,853.2,60.1,1507.1,1066.2,27.6,68.1,3.793,5.8
1408.0,2.9,1220.2,-999.0,411.3,618.2,150.1,1205.1,1531.2,8.8,96.7,1.7374,13.0
1409.0,3.1,1281.2,-999.0,510.3,659.2,165.1,1192.1,1438.2,11.0,79.5,1.6498,12.1
1410.0,1.6,989.2,-999.0,113.3,822.2,138.1,1577.1,705.2,33.3,40.9,30.685,10.3
1411.0,-999.0,996.2,-999.0,-999.0,763.2,-999.0,1657.1,713.2,28.3,99.7,56.485,6.8
1412.0,4.0,1328.2,-999.0,654.3,499.2,301.1,1405.1,1672.2,4.5,122.3,1.6528,20.1
1413.0,2.8,1246.2,-999.0,261.3,667.2,149.1,1942.1,1357.2,31.7,78.9,54.007,13.3
1414.0,0.9,891.2,-999.0,-999.0,1035.2,-999.0,1137.1,590.2,15.8,120.3,3.292,2.7
1415.0,-999.0,1289.2,-999.0,-999.0,638.2,-999.0,1648.1,1033.2,25.5,97.9,4.795,11.6
1416.0,1.9,1045.2,-999.0,89.3,948.2,95.1,1598.1,624.2,23.8,74.5,32.338,8.3
1417.0,1.8,1008.2,-999.0,145.3,845.2,129.1,1545.1,742.2,34.5,38.7,31.075,9.6
1418.0,1.1,-999.0,87.1,97.3,-999.0,79.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
1419.0,1.0,870.2,-999.0,43.3,1096.2,53.1,1475.1,586.2,18.6,112.1,3.643,4.3
1420.0,2.2,1303.2,-999.0,139.3,777.2,96.1,1731.1,1250.2,23.8,80.1,3.559,11.0
1421.0,4.0,1377.2,-999.0,191.3,612.2,109.1,2120.1,1220.2,18.4,125.7,39.481,20.6
1422.0,3.6,1336.2,-999.0,188.3,674.2,125.1,1923.1,1255.2,26.4,55.1,2.8918,21.1
1423.0,0.9,949.2,25.1,-999.0,1457.2,-999.0,1104.1,747.2,11.8,77.5,1.6894,1.4
1424.0,-999.0,864.2,-999.0,-999.0,1097.2,-999.0,1259.1,523.2,16.5,140.7,39.193,2.7
1425.0,2.1,1104.2,-999.0,106.3,681.2,82.1,1771.1,1086.2,26.7,95.1,48.895,11.2
1426.0,-999.0,1707.2,-999.0,-999.0,411.2,-999.0,2338.1,1848.2,24.3,108.7,48.451,33.7
1427.0,-999.0,1506.2,-999.0,-999.0,518.2,-999.0,2200.1,1530.2,28.1,105.5,58.912,26.7
1428.0,-999.0,925.2,-999.0,-999.0,969.2,-999.0,1317.1,484.2,36.2,41.5,36.553,4.2
1429.0,-999.0,1020.2,-999.0,-999.0,765.2,-999.0,1553.1,635.2,31.3,70.1,47.107,7.6
1430.0,4.1,1292.2,-999.0,743.3,547.2,114.1,1437.1,1389.2,6.8,166.5,2.557,17.4
1431.0,2.7,1288.2,-999.0,317.3,539.2,153.1,1446.1,1123.2,22.9,69.9,2.9728,12.4
1432.0,3.1,1430.2,339.1,228.3,713.2,121.1,1853.1,1409.2,16.7,110.5,31.246,13.7
1433.0,2.9,1148.2,-999.0,353.3,631.2,177.1,1233.1,1157.2,10.3,86.3,1.7098,12.1
1434.0,1.7,1024.2,-999.0,274.3,827.2,167.1,992.1,879.2,4.3,97.5,1.3219,6.2
1435.0,-999.0,1018.2,-999.0,67.3,865.2,86.1,1421.1,613.2,40.2,30.5,33.295,7.5
1436.0,-999.0,1337.2,-999.0,-999.0,525.2,-999.0,1870.1,1622.2,20.7,117.1,42.262,21.6
1437.0,0.9,890.2,63.1,-999.0,1183.2,-999.0,1338.1,781.2,7.7,161.3,2.6311,3.3
1438.0,1.7,1101.2,-999.0,95.3,879.2,97.1,1552.1,1001.2,20.3,68.7,2.5051,9.9
1439.0,1.9,1130.2,-999.0,267.3,772.2,127.1,1230.1,975.2,14.0,121.9,2.9932,5.8
1440.0,2.8,1119.2,-999.0,387.3,735.2,167.1,1173.1,1197.2,8.9,131.1,2.3305,8.2
1441.0,1.5,938.2,-999.0,193.3,937.2,149.1,805.1,737.2,5.9,70.9,1.0858,3.7
1442.0,5.1,1386.2,-999.0,505.3,560.2,184.1,1990.1,1469.2,34.2,46.1,36.343,28.8
1443.0,3.8,1527.2,-999.0,378.3,502.2,110.1,1907.1,1469.2,28.8,90.3,52.504,19.9
1444.0,1.5,1203.2,-999.0,274.3,641.2,156.1,1103.1,1427.2,4.7,135.3,1.8334,7.3
1445.0,0.8,956.2,66.1,76.3,1251.2,68.1,1356.1,525.2,10.2,136.9,2.6329,3.1
1446.0,2.7,1152.2,185.1,138.3,928.2,103.1,1606.1,850.2,20.3,57.1,2.1046,12.4
1447.0,0.9,856.2,-999.0,-999.0,1166.2,-999.0,803.1,398.2,7.3,94.7,1.549,1.5
1448.0,2.7,1048.2,-999.0,324.3,801.2,181.1,955.1,888.2,5.6,87.1,1.2889,6.8
1449.0,-999.0,890.2,-999.0,48.3,1145.2,33.1,1601.1,751.2,19.8,130.7,44.629,3.9
1450.0,5.9,1605.2,-999.0,674.3,415.2,168.1,2199.1,1912.2,25.3,101.3,48.067,32.3
1451.0,2.1,1042.2,-999.0,304.3,808.2,106.1,1267.1,914.2,12.5,155.1,33.445,6.5
1452.0,1.4,843.2,-999.0,89.3,995.2,72.1,1339.1,577.2,30.2,38.9,2.5471,6.4
1453.0,4.2,1222.2,-999.0,666.3,554.2,219.1,1265.1,1683.2,7.8,69.3,1.1956,16.3
1454.0,-999.0,1282.2,-999.0,-999.0,561.2,-999.0,1829.1,1285.2,26.1,89.1,44.293,18.2
1455.0,0.5,746.2,-999.0,-999.0,1369.2,-999.0,1423.1,608.2,21.0,105.1,38.656,1.7
1456.0,1.4,-999.0,-999.0,81.3,-999.0,71.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
1457.0,-999.0,900.2,-999.0,-999.0,1036.2,-999.0,1452.1,799.2,21.1,137.3,50.719,3.8
1458.0,0.3,735.2,-999.0,-999.0,1338.2,-999.0,1350.1,493.2,21.1,95.1,35.098,1.4
1459.0,5.9,1399.2,-999.0,-999.0,473.2,-999.0,2052.1,1652.2,28.1,58.3,32.638,30.3
1460.0,3.6,1353.2,-999.0,184.3,683.2,95.1,2178.1,1326.2,23.1,107.7,45.004,19.9
1461.0,3.7,1392.2,-999.0,524.3,517.2,119.1,1866.1,1478.2,22.7,123.1,50.008,20.6
1462.0,3.6,1567.2,467.1,177.3,661.2,134.1,1970.1,1476.2,23.5,79.5,33.928,19.4
1463.0,-999.0,991.2,-999.0,-999.0,932.2,-999.0,1550.1,933.2,16.1,104.1,2.9125,7.7
1464.0,0.8,897.2,-999.0,128.3,999.2,89.1,870.1,871.2,5.0,110.5,1.5421,2.1
1465.0,1.5,977.2,-999.0,-999.0,827.2,-999.0,1390.1,736.2,29.3,58.3,34.858,6.6
1466.0,1.0,881.2,-999.0,66.3,1029.2,86.1,1359.1,489.2,32.1,39.7,2.8819,5.0
1467.0,2.4,-999.0,-999.0,92.3,-999.0,91.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
1468.0,0.6,894.2,-999.0,65.3,1239.2,83.1,1339.1,598.2,31.8,32.5,2.335,5.2
1469.0,2.6,1250.2,-999.0,327.3,665.2,88.1,1343.1,1204.2,10.7,158.9,30.499,10.3
1470.0,0.4,925.2,-999.0,75.3,936.2,75.1,1455.1,970.2,21.3,92.7,34.603,4.1
1471.0,3.6,1346.2,-999.0,404.3,540.2,101.1,1674.1,1340.2,20.2,119.3,41.656,17.0
1472.0,4.6,-999.0,-999.0,821.3,-999.0,147.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
1473.0,-999.0,1118.2,-999.0,104.3,684.2,127.1,1723.1,838.2,38.3,43.7,43.036,13.0
1474.0,-999.0,1157.2,-999.0,125.3,631.2,114.1,1854.1,907.2,32.0,75.1,52.426,12.9
1475.0,0.2,1028.2,-999.0,166.3,783.2,114.1,1070.1,646.2,12.1,106.7,2.3416,3.9
1476.0,1.4,907.2,-999.0,190.3,981.2,134.1,844.1,569.2,3.2,96.3,1.2121,3.1
1477.0,4.2,980.2,-999.0,341.3,758.2,151.1,1103.1,993.2,8.1,82.1,1.4248,10.8
1478.0,5.3,1389.2,-999.0,1071.3,518.2,222.1,1694.1,1706.2,11.4,87.9,1.8601,26.3
1479.0,7.5,-999.0,-999.0,1037.3,-999.0,208.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
1480.0,0.8,1180.2,-999.0,246.3,646.2,137.1,1206.1,791.2,14.3,103.1,2.5939,6.7
1481.0,5.0,1592.2,-999.0,593.3,360.2,158.1,1975.1,1874.2,17.9,106.7,32.308,27.0
1482.0,1.2,880.2,-999.0,-999.0,1046.2,-999.0,1167.1,514.2,31.7,36.1,2.5729,4.3
1483.0,3.2,1316.2,-999.0,412.3,610.2,137.1,1451.1,1268.2,13.3,145.7,33.052,13.4
1484.0,2.7,1389.2,152.1,161.3,887.2,123.1,1712.1,1334.2,26.0,51.9,2.6509,13.7
1485.0,3.5,1305.2,-999.0,464.3,525.2,124.1,1771.1,1437.2,26.3,87.1,43.873,19.7
1486.0,2.7,1288.2,-999.0,346.3,560.2,150.1,1492.1,1380.2,14.7,119.3,3.0472,13.9
1487.0,3.7,1387.2,-999.0,516.3,530.2,175.1,1430.1,1615.2,13.5,111.9,2.6764,14.3
1488.0,0.9,938.2,-999.0,95.3,992.2,85.1,1032.1,668.2,4.5,161.1,2.1475,2.1
1489.0,0.9,918.2,-999.0,57.3,1069.2,58.1,1353.1,785.2,13.9,102.9,2.5177,4.2
1490.0,-999.0,965.2,-999.0,-999.0,795.2,-999.0,1455.1,978.2,25.9,79.1,38.947,6.4
1491.0,2.2,1089.2,-999.0,247.3,707.2,129.1,1480.1,1336.2,19.9,97.3,3.439,11.6
1492.0,1.1,895.2,-999.0,122.3,1002.2,96.1,787.1,387.2,14.9,47.5,1.2835,2.6
1493.0,-999.0,886.2,-999.0,-999.0,920.2,-999.0,946.1,740.2,10.9,70.3,1.4647,5.0
1494.0,2.4,993.2,-999.0,414.3,805.2,146.1,1005.1,1154.2,9.5,54.9,1.0717,11.4
1495.0,2.6,1156.2,-999.0,154.3,651.2,115.1,1832.1,1216.2,33.2,56.7,42.463,14.8
1496.0,2.8,1151.2,-999.0,151.3,747.2,132.1,1894.1,1186.2,28.5,71.5,40.747,15.2
1497.0,-999.0,935.2,-999.0,-999.0,869.2,-999.0,1548.1,758.2,25.5,105.9,5.194,4.5
1498.0,-999.0,1080.2,-999.0,-999.0,723.2,-999.0,1702.1,869.2,29.9,98.3,60.844,7.8
1499.0,1.7,961.2,-999.0,118.3,912.2,101.1,1508.1,846.2,34.6,37.9,30.604,9.0
1500.0,-999.0,1048.2,-999.0,-999.0,1012.2,-999.0,1600.1,852.2,26.5,58.7,3.0667,9.8
1501.0,1.7,988.2,-999.0,202.3,803.2,139.1,936.1,963.2,8.9,62.5,1.1599,6.6
1502.0,1.2,993.2,-999.0,194.3,810.2,128.1,989.1,1001.2,3.2,137.3,1.6906,4.3
1503.0,3.5,1412.2,-999.0,454.3,516.2,141.1,1672.1,1534.2,22.1,108.5,42.388,17.7
1504.0,-999.0,1083.2,-999.0,110.3,677.2,104.1,1720.1,1087.2,25.8,92.3,45.175,11.1
1505.0,2.7,1169.2,-999.0,280.3,708.2,124.1,1639.1,1025.2,34.4,46.5,37.078,15.5
1506.0,2.5,1215.2,-999.0,334.3,631.2,118.1,1766.1,1285.2,26.4,96.3,48.697,14.8
1507.0,5.2,1574.2,-999.0,775.3,460.2,186.1,1778.1,1962.2,16.9,96.9,2.8525,27.2
1508.0,2.7,1370.2,-999.0,506.3,495.2,151.1,1459.1,1406.2,10.5,125.5,2.4727,14.0
1509.0,2.0,1208.2,-999.0,98.3,1060.2,89.1,1506.1,647.2,20.4,76.1,2.7826,6.9
1510.0,0.8,877.2,-999.0,63.3,1171.2,55.1,1023.1,496.2,11.8,129.3,2.7664,1.3
1511.0,1.7,1134.2,-999.0,103.3,1021.2,96.1,1501.1,917.2,12.0,142.3,3.0745,6.6
1512.0,6.7,-999.0,-999.0,1237.3,-999.0,229.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
1513.0,1.4,1086.2,-999.0,176.3,700.2,101.1,1308.1,894.2,16.5,134.7,37.453,4.9
1514.0,3.0,1171.2,-999.0,161.3,654.2,146.1,1797.1,1073.2,38.6,47.7,47.932,14.6
1515.0,1.2,902.2,-999.0,130.3,1049.2,110.1,777.1,566.2,4.9,76.1,1.09,2.4
1516.0,1.3,975.2,-999.0,72.3,771.2,71.1,1666.1,942.2,22.7,117.7,47.809,7.3
1517.0,2.7,1386.2,284.1,159.3,798.2,109.1,1833.1,1159.2,12.0,147.5,30.862,13.0
1518.0,-999.0,704.2,-999.0,-999.0,1558.2,-999.0,1050.1,394.2,14.5,115.3,2.9248,0.5
1519.0,1.3,907.2,-999.0,199.3,995.2,130.1,880.1,767.2,7.1,83.1,1.3579,3.9
1520.0,5.4,1735.2,437.1,396.3,628.2,150.1,2211.1,1843.2,17.9,85.9,2.7016,25.1
1521.0,-999.0,1311.2,-999.0,-999.0,544.2,-999.0,1760.1,1495.2,21.0,116.3,42.679,19.6
1522.0,2.2,1045.2,-999.0,-999.0,712.2,-999.0,1270.1,1144.2,12.7,84.9,1.9477,13.1
1523.0,3.1,1400.2,-999.0,362.3,519.2,102.1,1864.1,1483.2,26.6,104.5,53.407,17.7
1524.0,3.6,1230.2,-999.0,309.3,698.2,171.1,2049.1,1509.2,28.2,70.5,4.036,19.0
1525.0,2.6,1311.2,305.1,166.3,681.2,86.1,1838.1,1351.2,16.8,103.9,3.0364,15.0
1526.0,1.4,1010.2,96.1,77.3,1110.2,69.1,1396.1,895.2,8.4,129.9,2.2372,5.1
1527.0,-999.0,998.2,-999.0,-999.0,810.2,-999.0,1608.1,665.2,28.6,104.3,60.208,5.3
1528.0,3.6,1319.2,-999.0,492.3,511.2,87.1,1806.1,1444.2,18.6,146.9,46.483,19.1
1529.0,2.0,1278.2,205.1,99.3,845.2,95.1,1691.1,909.2,27.1,63.7,33.628,10.7
1530.0,2.6,1317.2,185.1,153.3,926.2,104.1,1707.1,1137.2,24.5,57.9,2.7208,12.1
1531.0,0.3,719.2,-999.0,24.3,1385.2,40.1,1343.1,509.2,19.9,100.7,34.432,1.2
1532.0,0.5,843.2,-999.0,20.3,1242.2,29.1,1442.1,447.2,24.5,115.9,52.528,1.5
1533.0,2.3,1189.2,-999.0,247.3,609.2,74.1,1683.1,1830.2,23.2,122.7,51.493,12.4
1534.0,-999.0,883.2,-999.0,-999.0,937.2,-999.0,1351.1,777.2,17.8,140.7,42.364,4.0
1535.0,0.9,911.2,-999.0,48.3,1036.2,46.1,1518.1,817.2,14.4,132.5,32.284,4.8
1536.0,3.3,1250.2,-999.0,500.3,600.2,215.1,1198.1,1629.2,8.6,84.9,1.5148,13.3
1537.0,-999.0,892.2,-999.0,-999.0,1070.2,-999.0,1041.1,623.2,10.2,131.9,2.5444,2.0
1538.0,1.1,907.2,-999.0,111.3,927.2,71.1,1173.1,702.2,15.9,119.9,32.179,3.7
1539.0,3.9,1478.2,-999.0,852.3,470.2,138.1,1606.1,1551.2,8.8,158.9,2.7832,17.8
1540.0,3.9,1528.2,-999.0,736.3,487.2,124.1,1839.1,1389.2,13.8,169.1,39.706,21.1
1541.0,3.9,1029.2,-999.0,446.3,694.2,175.1,1305.1,1169.2,12.7,60.5,1.4152,16.6
1542.0,0.6,901.2,-999.0,122.3,933.2,70.1,1109.1,754.2,10.3,155.9,3.0076,2.1
1543.0,-999.0,911.2,-999.0,-999.0,1071.2,-999.0,1412.1,756.2,14.3,113.5,2.8333,4.5
1544.0,0.5,771.2,-999.0,30.3,1155.2,45.1,1291.1,545.2,21.7,84.5,32.386,2.1
1545.0,3.6,1401.2,-999.0,192.3,663.2,148.1,1959.1,1267.2,31.3,40.7,2.8192,21.7
1546.0,1.8,1233.2,77.1,112.3,1218.2,98.1,1446.1,860.2,10.9,116.9,2.3656,6.3
1547.0,1.4,973.2,-999.0,146.3,818.2,61.1,1445.1,811.2,19.8,136.5,46.552,6.4
1548.0,3.6,1268.2,-999.0,539.3,573.2,173.1,1255.1,1533.2,10.9,80.7,1.6603,14.4
1549.0,1.1,886.2,-999.0,48.3,904.2,67.1,1440.1,767.2,23.9,73.9,32.344,6.5
1550.0,0.5,752.2,-999.0,53.3,1370.2,35.1,997.1,440.2,15.2,104.1,2.7634,1.2
1551.0,1.4,1016.2,-999.0,169.3,776.2,64.1,1485.1,1040.2,23.2,94.1,39.466,7.7
1552.0,0.8,959.2,-999.0,115.3,907.2,79.1,1079.1,546.2,11.9,134.3,2.8822,1.9
1553.0,2.1,1053.2,-999.0,138.3,930.2,105.1,1473.1,991.2,25.6,42.3,2.131,9.8
1554.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
1555.0,2.8,1244.2,-999.0,176.3,640.2,95.1,2084.1,1257.2,21.4,113.9,42.778,18.9
1556.0,1.9,1043.2,-999.0,216.3,675.2,66.1,1489.1,1041.2,18.8,138.1,44.281,9.9
1557.0,1.9,1082.2,-999.0,105.3,760.2,126.1,1649.1,844.2,39.7,46.7,49.705,9.7
1558.0,1.6,997.2,-999.0,127.3,993.2,128.1,1573.1,930.2,23.7,60.3,2.6989,9.8
1559.0,0.6,919.2,-999.0,55.3,1063.2,46.1,1080.1,522.2,13.3,128.5,2.9992,1.6
1560.0,-999.0,944.2,-999.0,-999.0,881.2,-999.0,1412.1,781.2,20.4,129.3,4.654,4.5
1561.0,1.9,1117.2,-999.0,182.3,781.2,94.1,1320.1,986.2,17.4,114.1,33.511,7.3
1562.0,1.0,917.2,-999.0,55.3,931.2,75.1,1497.1,893.2,25.9,82.1,40.483,4.9
1563.0,2.7,1093.2,-999.0,613.3,782.2,167.1,1221.1,1173.2,5.2,81.7,1.1809,13.4
1564.0,2.0,1162.2,-999.0,124.3,832.2,97.1,1675.1,913.2,25.8,56.9,2.8744,12.4
1565.0,1.6,975.2,97.1,119.3,1133.2,97.1,1254.1,637.2,14.0,66.5,1.6666,5.6
1566.0,-999.0,1046.2,-999.0,-999.0,769.2,-999.0,1479.1,968.2,16.5,154.3,42.829,7.3
1567.0,0.7,863.2,-999.0,41.3,1035.2,30.1,1465.1,597.2,28.4,99.1,56.446,2.3
1568.0,2.8,1234.2,-999.0,158.3,746.2,121.1,1733.1,1274.2,17.9,110.1,33.391,12.0
1569.0,0.6,809.2,-999.0,52.3,1108.2,43.1,1463.1,609.2,18.3,115.3,3.679,3.5
1570.0,2.7,1187.2,-999.0,208.3,727.2,108.1,1721.1,1391.2,17.7,86.7,2.6941,13.6
1571.0,3.7,1116.2,-999.0,-999.0,792.2,-999.0,1938.1,1038.2,25.8,63.7,31.051,17.5
1572.0,1.4,1058.2,-999.0,-999.0,834.2,-999.0,1193.1,860.2,12.3,149.1,31.711,4.3
1573.0,1.5,1142.2,67.1,89.3,1008.2,101.1,1547.1,1164.2,15.4,122.9,3.274,6.9
1574.0,3.1,1093.2,-999.0,189.3,717.2,160.1,1705.1,1139.2,29.8,50.1,30.838,15.5
1575.0,0.5,949.2,-999.0,105.3,884.2,74.1,1043.1,851.2,13.0,112.1,2.5876,2.3
1576.0,0.6,852.2,-999.0,32.3,1109.2,47.1,1307.1,468.2,39.4,29.1,30.547,4.1
1577.0,4.1,-999.0,-999.0,820.3,-999.0,169.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
1578.0,1.3,949.2,-999.0,-999.0,854.2,-999.0,1484.1,884.2,18.9,119.7,38.641,7.8
1579.0,1.7,934.2,-999.0,100.3,973.2,93.1,1497.1,756.2,12.4,132.9,2.932,6.6
1580.0,0.6,779.2,-999.0,134.3,1361.2,84.1,652.1,313.2,-0.5,82.9,0.8434,1.0
1581.0,-999.0,1436.2,-999.0,-999.0,455.2,-999.0,2338.1,1682.2,20.2,121.3,42.286,32.2
1582.0,2.4,-999.0,-999.0,257.3,-999.0,176.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
1583.0,0.7,889.2,-999.0,143.3,1224.2,81.1,1213.1,806.2,20.4,71.1,2.6026,4.9
1584.0,1.4,1157.2,-999.0,154.3,681.2,53.1,1549.1,1054.2,20.9,133.5,48.703,7.8
1585.0,-999.0,812.2,-999.0,55.3,1213.2,43.1,1079.1,531.2,13.9,128.1,30.226,1.6
1586.0,2.8,1187.2,-999.0,313.3,589.2,77.1,1641.1,1208.2,19.6,135.3,45.568,14.2
1587.0,0.8,941.2,47.1,51.3,1298.2,70.1,1330.1,714.2,13.1,113.7,2.6332,2.5
1588.0,1.1,1203.2,-999.0,339.3,618.2,162.1,1162.1,1305.2,17.3,61.3,1.8847,9.3
1589.0,2.2,1198.2,-999.0,306.3,590.2,143.1,1264.1,945.2,22.2,55.3,2.2762,9.7
1590.0,0.5,704.2,-999.0,55.3,1498.2,41.1,821.1,348.2,10.5,74.9,1.5151,0.8
1591.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
1592.0,2.8,1334.2,301.1,129.3,815.2,106.1,1638.1,1038.2,16.0,84.1,2.3623,11.9
1593.0,1.5,861.2,-999.0,148.3,1481.2,78.1,1051.1,556.2,7.4,127.1,2.0557,4.7
1594.0,-999.0,1301.2,-999.0,-999.0,575.2,-999.0,1717.1,1332.2,28.5,75.3,42.946,17.1
1595.0,3.4,1488.2,-999.0,492.3,533.2,188.1,1456.1,1590.2,14.2,135.9,32.677,11.2
1596.0,1.9,1044.2,-999.0,138.3,1009.2,119.1,1594.1,886.2,19.4,92.7,30.937,9.2
1597.0,6.7,1934.2,506.1,421.3,541.2,151.1,2468.1,2051.2,14.4,101.3,2.5558,35.8
1598.0,4.1,1250.2,-999.0,298.3,632.2,148.1,2104.1,1506.2,25.7,71.7,34.744,21.5
1599.0,-999.0,1017.2,-999.0,-999.0,996.2,-999.0,1421.1,729.2,27.9,98.9,54.727,3.5
1600.0,0.8,881.2,-999.0,43.3,965.2,60.1,1510.1,837.2,23.4,96.9,41.131,4.1
